,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.2,55.6
1,Population below age 15 years (%),27.6,30.6
2,"Sex ratio of the total population (females per 1,000 males)","1,065","1,001"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",800,780
4,Children under age 5 years whose birth was registered with the civil authority (%),96.5,77.5
5,Deaths in the last 3 years registered with the civil authority (%),79.1,na
6,Population living in households with electricity (%),98.9,96.2
7,Population living in households with an improved drinking-water source (%),94.8,83.6
8,Population living in households that use an improved sanitation facility(%),72.1,32.1
9,Households using clean fuel for cooking (%),37.1,25.1
10,Households using iodized salt (%),97.5,94.8
11,Households with any usual member covered under a health insurance/financing scheme (%),93.2,8.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.4,na
13,Women who are literate (%),67.7,na
14,Women with 10 or more years of schooling (%),33.9,22.8
15,Women age 20-24 years married before age 18 years (%),27.5,44.5
16,Births in the 5 years preceding the survey that are third or higher order (%),2.2,3.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.2,4.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.9,48.1
19,Any method (%),56.6,61.2
20,Any modern method (%),50.7,52.3
21,Female sterilization (%),36.9,32.2
22,Male sterilization (%),0.0,0.3
23,IUD/PPIUD (%),1.0,1.7
24,Pill (%),1.9,5.8
25,Condom (%),10.0,12.4
26,Injectables (%),0.2,0.0
27,Total unmet need(%),14.7,13.5
28,Unmet need for spacing (%),7.4,6.4
29,Health worker ever talked to female non-users about family planning (%),22.0,11.9
30,Current users ever told about side effects of current method (%),54.4,40.2
31,Mothers who had an antenatal check-up in the first trimester (%),84.8,70.1
32,Mothers who had at least 4 antenatal care visits (%),60.7,39.2
33,Mothers whose last birth was protected against neonatal tetanus (%),96.4,94.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.3,8.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.9,1.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,95.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.6,72.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,413","1,507"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),79.2,na
41,Institutional births (%),95.1,84.7
42,Institutional births in public facility (%),84.3,67.1
43,Home births that were conducted by skilled health personnel (%),1.1,3.0
44,Births attended by skilled health personnel (%),95.7,87.4
45,Births delivered by caesarean section (%),9.0,8.1
46,Births in a private health facility that were delivered by caesarean section (%),(43.3),20.0
47,Births in a public health facility that were delivered by caesarean section (%),5.2,6.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),71.7,60.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.6,(63.0)
50,Children age 12-23 months who have received BCG (%),85.3,97.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),79.1,69.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),81.3,78.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.7,83.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),13.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),52.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.3,58.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.3,22.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,94.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.2,11.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(89.2),(67.3)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(68.2),(10.4)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(78.6),(87.5)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2,0.6
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(63.0),(88.9)
66,Children under age 3 years breastfed within one hour of birth (%),44.1,14.6
67,Children under age 6 months exclusively breastfed (%),(73.4),(64.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(26.9)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),9.0,0.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),7.6,1.5
72,Children under 5 years who are stunted (height-for-age) (%),30.3,38.6
73,Children under 5 years who are wasted (weight-for-height) (%),16.6,28.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),10.2,11.8
75,Children under 5 years who are underweight (weight-for-age) (%),23.7,38.8
76,Children under 5 years who are overweight (weight-for-height) (%),4.5,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.1,28.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),8.3,12.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),56.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),84.3,75.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.6,61.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(52.3),(65.8)
83,All women age 15-49 years who are anaemic (%),58.4,62.0
84,All women age 15-19 years who are anaemic (%),63.3,65.4
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.8,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),2.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.6,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),15.1,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.1,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),15.4,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),4.8,na
101,Men age 15 years and above who use any kind of tobacco (%),44.6,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),11.6,na
