Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.3,64.7
Population below age 15 years (%),26.7,29.2
"Sex ratio of the total population (females per 1,000 males)",993,953
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",848,761
Children under age 5 years whose birth was registered with the civil authority (%),96.4,82.6
Deaths in the last 3 years registered with the civil authority (%),83.4,na
Population living in households with electricity (%),99.9,98.8
Population living in households with an improved drinking-water source (%),98.1,94.6
Population living in households that use an improved sanitation facility(%),77.5,69.9
Households using clean fuel for cooking (%),52.9,50.6
Households using iodized salt (%),97.7,96.9
Households with any usual member covered under a health insurance/financing scheme (%),88.7,14.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.1,na
Women who are literate (%),68.4,na
Women with 10 or more years of schooling (%),40.2,31.3
Women age 20-24 years married before age 18 years (%),20.2,35.0
Births in the 5 years preceding the survey that are third or higher order (%),3.1,3.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.5,5.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.3,63.6
Any method (%),60.6,68.7
Any modern method (%),56.6,61.7
Female sterilization (%),41.1,45.0
Male sterilization (%),0.1,0.1
IUD/PPIUD (%),0.5,1.3
Pill (%),2.4,3.5
Condom (%),12.0,11.4
Injectables (%),0.3,0.5
Total unmet need(%),11.9,7.9
Unmet need for spacing (%),5.2,4.5
Health worker ever talked to female non-users about family planning (%),27.4,14.4
Current users ever told about side effects of current method (%),48.1,32.7
Mothers who had an antenatal check-up in the first trimester (%),80.4,75.2
Mothers who had at least 4 antenatal care visits (%),52.8,51.4
Mothers whose last birth was protected against neonatal tetanus (%),95.9,95.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),39.6,9.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.7,1.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.5,95.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.3,70.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,986","1,463"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.0,na
Institutional births (%),95.1,87.2
Institutional births in public facility (%),82.1,69.5
Home births that were conducted by skilled health personnel (%),2.8,1.3
Births attended by skilled health personnel (%),97.9,88.4
Births delivered by caesarean section (%),11.6,10.7
Births in a private health facility that were delivered by caesarean section (%),(28.0),27.1
Births in a public health facility that were delivered by caesarean section (%),9.7,8.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),78.9,67.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),92.3,68.1
Children age 12-23 months who have received BCG (%),96.8,93.8
Children age 12-23 months who have received 3 doses of polio vaccine (%),80.5,78.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.9,86.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.5,83.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),56.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.9,71.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),64.0,29.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.2,97.4
Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.8,2.6
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.2,9.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,76.7
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,15.6
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,81.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.9,0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(57.8),83.9
Children under age 3 years breastfed within one hour of birth (%),35.2,18.5
Children under age 6 months exclusively breastfed (%),(66.3),54.0
