,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),59.4,48.3
1,Population below age 15 years (%),29.5,33.5
2,"Sex ratio of the total population (females per 1,000 males)","1,060",999
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,064",959
4,Children under age 5 years whose birth was registered with the civil authority (%),93.7,68.0
5,Deaths in the last 3 years registered with the civil authority (%),65.8,na
6,Population living in households with electricity (%),93.9,85.6
7,Population living in households with an improved drinking-water source (%),93.6,92.8
8,Population living in households that use an improved sanitation facility(%),54.1,38.2
9,Households using clean fuel for cooking (%),46.0,40.0
10,Households using iodized salt (%),94.1,98.0
11,Households with any usual member covered under a health insurance/financing scheme (%),92.0,22.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.2,na
13,Women who are literate (%),60.6,na
14,Women with 10 or more years of schooling (%),25.7,14.5
15,Women age 20-24 years married before age 18 years (%),18.0,31.0
16,Births in the 5 years preceding the survey that are third or higher order (%),2.2,2.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.4,4.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.2,42.2
19,Any method (%),67.9,47.5
20,Any modern method (%),61.5,40.1
21,Female sterilization (%),43.0,29.3
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),2.5,1.1
24,Pill (%),4.3,4.5
25,Condom (%),10.3,5.1
26,Injectables (%),1.1,0.1
27,Total unmet need(%),8.9,14.4
28,Unmet need for spacing (%),3.7,6.3
29,Health worker ever talked to female non-users about family planning (%),30.1,15.4
30,Current users ever told about side effects of current method (%),71.7,39.2
31,Mothers who had an antenatal check-up in the first trimester (%),73.1,54.2
32,Mothers who had at least 4 antenatal care visits (%),69.5,31.7
33,Mothers whose last birth was protected against neonatal tetanus (%),93.3,87.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),42.5,18.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.4,6.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,89.9
37,days of delivery (%),91.1,74.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,614","1,216"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.1)
40,days of delivery (%),91.3,na
41,Institutional births (%),95.7,84.2
42,Institutional births in public facility (%),82.6,56.0
43,Home births that were conducted by skilled health personnel (%),1.1,1.8
44,Births attended by skilled health personnel (%),95.9,86.0
45,Births delivered by caesarean section (%),6.6,5.8
46,Births in a private health facility that were delivered by caesarean section (%),14.7,16.2
47,Births in a public health facility that were delivered by caesarean section (%),5.7,2.2
48,mother's recall (%),86.4,47.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),95.6,(60.0)
50,Children age 12-23 months who have received BCG (%),91.2,76.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),88.9,59.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.5,66.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.7,65.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),77.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.1,51.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),65.5,33.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,93.5
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,4.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.5,6.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(57.9),(59.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(33.3),(12.4)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(85.7),(82.4)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.9,0.6
65,health provider (%),(86.3),(90.9)
66,Children under age 3 years breastfed within one hour of birth (%),50.1,28.6
67,Children under age 6 months exclusively breastfed (%),(73.8),(39.6)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(29.0)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),5.0,5.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),4.3,5.2
72,Children under 5 years who are stunted (height-for-age) (%),30.7,42.3
73,Children under 5 years who are wasted (weight-for-height) (%),16.4,36.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.8,15.6
75,Children under 5 years who are underweight (weight-for-age) (%),31.2,50.4
76,Children under 5 years who are overweight (weight-for-height) (%),2.5,0.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.7,34.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),7.9,10.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),76.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.8,69.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.3,60.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),42.2,56.5
83,All women age 15-49 years who are anaemic (%),64.0,59.8
84,All women age 15-19 years who are anaemic (%),72.2,61.3
85,Blood sugar level - high (141-160 mg/dl)(%),3.0,na
86,Blood sugar level - very high (>160 mg/dl)(%),1.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.1,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),2.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.1,na
