,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),57.4,51.7
1,Population below age 15 years (%),28.9,32.5
2,"Sex ratio of the total population (females per 1,000 males)",999,"1,001"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",849,850
4,Children under age 5 years whose birth was registered with the civil authority (%),79.4,59.7
5,Deaths in the last 3 years registered with the civil authority (%),63.0,na
6,Population living in households with electricity (%),95.5,86.6
7,Population living in households with an improved drinking-water source (%),92.5,88.2
8,Population living in households that use an improved sanitation facility(%),71.2,36.8
9,Households using clean fuel for cooking (%),29.1,17.9
10,Households using iodized salt (%),92.5,88.9
11,Households with any usual member covered under a health insurance/financing scheme (%),80.5,31.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.6,na
13,Women who are literate (%),55.7,na
14,Women with 10 or more years of schooling (%),28.3,14.5
15,Women age 20-24 years married before age 18 years (%),35.4,47.7
16,Births in the 5 years preceding the survey that are third or higher order (%),3.0,5.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.9,9.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),78.2,41.0
19,Any method (%),58.7,50.4
20,Any modern method (%),50.2,46.2
21,Female sterilization (%),37.1,36.7
22,Male sterilization (%),0.1,0.2
23,IUD/PPIUD (%),0.3,0.7
24,Pill (%),2.4,2.4
25,Condom (%),9.4,5.2
26,Injectables (%),0.4,1.0
27,Total unmet need(%),11.5,15.6
28,Unmet need for spacing (%),5.3,6.4
29,Health worker ever talked to female non-users about family planning (%),15.4,18.3
30,Current users ever told about side effects of current method (%),49.2,35.8
31,Mothers who had an antenatal check-up in the first trimester (%),65.4,57.5
32,Mothers who had at least 4 antenatal care visits (%),47.3,33.8
33,Mothers whose last birth was protected against neonatal tetanus (%),82.5,84.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.6,8.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),5.8,3.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.3,88.8
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.2,59.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,083","1,679"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.5)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.8,na
41,Institutional births (%),97.4,87.4
42,Institutional births in public facility (%),83.2,68.9
43,Home births that were conducted by skilled health personnel (%),1.0,2.5
44,Births attended by skilled health personnel (%),97.8,89.4
45,Births delivered by caesarean section (%),10.4,4.8
46,Births in a private health facility that were delivered by caesarean section (%),17.9,13.5
47,Births in a public health facility that were delivered by caesarean section (%),9.5,3.4
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),54.9,46.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(56.1),(77.5)
50,Children age 12-23 months who have received BCG (%),90.1,82.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),62.5,64.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),77.2,62.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.5,71.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.5,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),35.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),65.7,49.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),56.6,44.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,94.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.7,9.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(53.0),(29.6)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(24.2),(10.3)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(74.2),(74.2)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.0,4.8
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),73.3,83.0
66,Children under age 3 years breastfed within one hour of birth (%),48.2,32.9
67,Children under age 6 months exclusively breastfed (%),71.0,(57.6)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(31.7)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.6,4.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),10.4,5.0
72,Children under 5 years who are stunted (height-for-age) (%),26.9,39.4
73,Children under 5 years who are wasted (weight-for-height) (%),22.0,16.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),11.1,5.5
75,Children under 5 years who are underweight (weight-for-age) (%),24.2,34.4
76,Children under 5 years who are overweight (weight-for-height) (%),3.4,1.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.8,30.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),11.1,11.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.3,49.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.6,39.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),55.9,30.8
83,All women age 15-49 years who are anaemic (%),57.5,38.5
84,All women age 15-19 years who are anaemic (%),64.6,44.6
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.0,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.0,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.5,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),2.8,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.6,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
