Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),59.4,59.3
Population below age 15 years (%),29.2,32.3
"Sex ratio of the total population (females per 1,000 males)",986,"1,016"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",863,965
Children under age 5 years whose birth was registered with the civil authority (%),89.6,53.1
Deaths in the last 3 years registered with the civil authority (%),67.6,na
Population living in households with electricity (%),99.0,90.7
Population living in households with an improved drinking-water source (%),99.4,96.9
Population living in households that use an improved sanitation facility(%),59.4,37.0
Households using clean fuel for cooking (%),22.6,16.7
Households using iodized salt (%),92.8,92.9
Households with any usual member covered under a health insurance/financing scheme (%),91.2,34.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.9,na
Women who are literate (%),60.3,na
Women with 10 or more years of schooling (%),34.6,27.3
Women age 20-24 years married before age 18 years (%),26.3,40.1
Births in the 5 years preceding the survey that are third or higher order (%),4.2,6.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.0,7.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.9,55.5
Any method (%),80.0,54.8
Any modern method (%),68.7,50.1
Female sterilization (%),54.6,43.8
Male sterilization (%),0.3,0.0
IUD/PPIUD (%),1.2,0.4
Pill (%),1.8,1.2
Condom (%),10.2,4.3
Injectables (%),0.2,0.3
Total unmet need(%),5.2,14.1
Unmet need for spacing (%),3.1,7.0
Health worker ever talked to female non-users about family planning (%),14.7,10.8
Current users ever told about side effects of current method (%),58.5,42.6
Mothers who had an antenatal check-up in the first trimester (%),81.0,57.4
Mothers who had at least 4 antenatal care visits (%),53.6,28.4
Mothers whose last birth was protected against neonatal tetanus (%),92.1,85.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.3,17.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),4.9,7.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,91.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),89.7,74.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,902","1,621"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.1,na
Institutional births (%),98.2,89.6
Institutional births in public facility (%),74.3,58.1
Home births that were conducted by skilled health personnel (%),0.0,2.5
Births attended by skilled health personnel (%),96.1,91.2
Births delivered by caesarean section (%),8.8,11.9
Births in a private health facility that were delivered by caesarean section (%),18.4,21.2
Births in a public health facility that were delivered by caesarean section (%),5.9,9.0
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),92.1,57.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.4,(76.9)
Children age 12-23 months who have received BCG (%),98.5,96.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),95.0,64.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),96.2,81.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.1,84.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),82.8,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),97.5,62.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),60.2,31.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,96.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.3,6.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(45.0),(55.2)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(32.0),(6.9)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(70.3),(74.9)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.4,4.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),71.0,88.7
Children under age 3 years breastfed within one hour of birth (%),36.7,23.6
Children under age 6 months exclusively breastfed (%),(72.8),(68.1)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(32.3)
Breastfeeding children age 6-23 months receiving an adequate diet (%),6.7,3.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),5.8,3.1
Children under 5 years who are stunted (height-for-age) (%),37.7,33.8
Children under 5 years who are wasted (weight-for-height) (%),20.7,15.3
Children under 5 years who are severely wasted (weight-for-height) (%),9.7,6.0
Children under 5 years who are underweight (weight-for-age) (%),33.5,28.1
Children under 5 years who are overweight (weight-for-height) (%),2.2,1.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.7,29.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.1,10.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),45.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.4,45.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.3,27.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.0),28.6
All women age 15-49 years who are anaemic (%),60.3,27.1
All women age 15-19 years who are anaemic (%),61.6,32.0
Women - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),2.6,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.8,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),12.2,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.1,na
Ever undergone a screening test for cervical cancer (%),1.2,na
Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),15.8,na
Men age 15 years and above who use any kind of tobacco (%),47.5,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),7.2,na
