,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),57.1,50.0
2,Population below age 15 years (%),29.2,29.5
3,"Sex ratio of the total population (females per 1,000 males)","1,069","1,000"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",802,981
5,Children under age 5 years whose birth was registered with the civil authority (%),92.4,76.2
6,Deaths in the last 3 years registered with the civil authority (%),83.4,na
7,Population living in households with electricity (%),99.3,96.9
8,Population living in households with an improved drinking-water source (%),93.1,91.8
9,Population living in households that use an improved sanitation facility(%),62.3,34.7
10,Households using clean fuel for cooking (%),26.5,27.3
11,Households using iodized salt (%),96.2,96.1
12,Households with any usual member covered under a health insurance/financing scheme (%),89.1,22.6
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.3,na
15,Women who are literate (%),56.4,na
16,Women with 10 or more years of schooling (%),25.3,23.7
18,Women age 20-24 years married before age 18 years (%),41.8,57.2
19,Births in the 5 years preceding the survey that are third or higher order (%),1.3,3.5
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.4,6.4
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.0,44.3
23,Any method (%),71.1,57.0
24,Any modern method (%),58.9,49.2
25,Female sterilization (%),41.8,38.5
26,Male sterilization (%),0.1,0.1
27,IUD/PPIUD (%),2.2,1.3
28,Pill (%),1.6,2.1
29,Condom (%),12.2,7.2
30,Injectables (%),0.4,0.1
32,Total unmet need(%),7.2,12.4
33,Unmet need for spacing (%),4.6,5.7
35,Health worker ever talked to female non-users about family planning (%),25.4,21.0
36,Current users ever told about side effects of current method (%),83.9,46.5
39,Mothers who had an antenatal check-up in the first trimester (%),78.0,70.0
40,Mothers who had at least 4 antenatal care visits (%),64.7,41.9
41,Mothers whose last birth was protected against neonatal tetanus (%),97.1,96.4
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),30.4,31.7
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.9,12.0
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,97.0
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.7,73.2
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,248","1,014"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.1,na
52,Institutional births (%),95.0,81.8
53,Institutional births in public facility (%),87.4,61.4
54,Home births that were conducted by skilled health personnel (%),1.0,2.4
55,Births attended by skilled health personnel (%),96.0,84.2
56,Births delivered by caesarean section (%),5.9,9.2
57,Births in a private health facility that were delivered by caesarean section (%),(36.4),27.4
58,Births in a public health facility that were delivered by caesarean section (%),3.6,5.9
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),83.2,66.5
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.8,(65.3)
63,Children age 12-23 months who have received BCG (%),94.6,96.2
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),89.9,74.5
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.1,90.7
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.1,87.0
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),17.6,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),78.6,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.1,77.4
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.2,47.7
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,93.4
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,5.3
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.9,6.7
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.0,1.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
