Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),55.9,50.4
Population below age 15 years (%),31.7,35.5
"Sex ratio of the total population (females per 1,000 males)","1,056",983
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",835,"1,012"
Children under age 5 years whose birth was registered with the civil authority (%),88.0,65.1
Deaths in the last 3 years registered with the civil authority (%),58.9,na
Population living in households with electricity (%),93.1,68.9
Population living in households with an improved drinking-water source (%),95.6,93.7
Population living in households that use an improved sanitation facility(%),40.8,20.8
Households using clean fuel for cooking (%),21.1,12.6
Households using iodized salt (%),88.4,79.3
Households with any usual member covered under a health insurance/financing scheme (%),84.2,12.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.7,na
Women who are literate (%),53.1,na
Women with 10 or more years of schooling (%),28.5,18.9
Women age 20-24 years married before age 18 years (%),25.0,28.3
Births in the 5 years preceding the survey that are third or higher order (%),2.8,3.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.2,12.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),61.3,26.1
Any method (%),70.4,54.9
Any modern method (%),58.5,51.6
Female sterilization (%),43.5,43.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.6,0.6
Pill (%),2.2,1.9
Condom (%),8.5,5.6
Injectables (%),1.7,0.0
Total unmet need(%),8.1,9.7
Unmet need for spacing (%),3.1,3.4
Health worker ever talked to female non-users about family planning (%),39.0,17.6
Current users ever told about side effects of current method (%),68.2,45.1
Mothers who had an antenatal check-up in the first trimester (%),87.0,62.7
Mothers who had at least 4 antenatal care visits (%),69.9,43.4
Mothers whose last birth was protected against neonatal tetanus (%),95.9,94.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.4,13.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.8,0.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.7,93.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.0,60.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,153","5,033"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.9,na
Institutional births (%),97.7,93.1
Institutional births in public facility (%),83.8,84.4
Home births that were conducted by skilled health personnel (%),0.5,2.5
Births attended by skilled health personnel (%),97.5,95.6
Births delivered by caesarean section (%),6.4,7.0
Births in a private health facility that were delivered by caesarean section (%),18.5,(26.8)
Births in a public health facility that were delivered by caesarean section (%),4.6,5.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),83.0,46.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),88.3,(69.3)
Children age 12-23 months who have received BCG (%),98.9,90.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.4,66.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.1,70.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.5,77.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.3,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),75.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.1,45.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.9,51.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,95.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.8,2.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,0.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,*
Children under age 3 years breastfed within one hour of birth (%),57.8,37.8
Children under age 6 months exclusively breastfed (%),71.8,(57.1)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),10.5,0.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),9.7,0.8
Children under 5 years who are stunted (height-for-age) (%),44.6,50.0
Children under 5 years who are wasted (weight-for-height) (%),17.3,30.8
Children under 5 years who are severely wasted (weight-for-height) (%),7.5,12.0
Children under 5 years who are underweight (weight-for-age) (%),38.7,50.7
Children under 5 years who are overweight (weight-for-height) (%),2.1,0.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.3,33.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),4.5,9.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),77.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),82.1,84.6
