,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),62.9,52.7
1,Population below age 15 years (%),27.6,29.5
2,"Sex ratio of the total population (females per 1,000 males)","1,055","1,011"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",817,820
4,Children under age 5 years whose birth was registered with the civil authority (%),94.7,70.2
5,Deaths in the last 3 years registered with the civil authority (%),86.7,na
6,Population living in households with electricity (%),99.0,90.6
7,Population living in households with an improved drinking-water source (%),96.9,90.4
8,Population living in households that use an improved sanitation facility(%),79.0,54.8
9,Households using clean fuel for cooking (%),45.7,24.4
10,Households using iodized salt (%),92.3,88.9
11,Households with any usual member covered under a health insurance/financing scheme (%),90.0,29.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.7,na
13,Women who are literate (%),67.2,na
14,Women with 10 or more years of schooling (%),32.3,23.6
15,Women age 20-24 years married before age 18 years (%),28.2,42.2
16,Births in the 5 years preceding the survey that are third or higher order (%),1.3,0.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.9,7.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.6,58.6
19,Any method (%),83.4,54.7
20,Any modern method (%),69.3,52.4
21,Female sterilization (%),40.9,43.2
22,Male sterilization (%),0.2,0.1
23,IUD/PPIUD (%),1.4,1.0
24,Pill (%),6.6,2.2
25,Condom (%),19.4,5.6
26,Injectables (%),0.5,0.3
27,Total unmet need(%),4.4,14.9
28,Unmet need for spacing (%),2.2,6.4
29,Health worker ever talked to female non-users about family planning (%),22.2,21.8
30,Current users ever told about side effects of current method (%),64.6,41.7
31,Mothers who had an antenatal check-up in the first trimester (%),77.1,52.6
32,Mothers who had at least 4 antenatal care visits (%),46.2,42.2
33,Mothers whose last birth was protected against neonatal tetanus (%),96.4,87.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40.6,11.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.0,2.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,91.8
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),80.8,67.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,450","9,395"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.5,na
41,Institutional births (%),97.0,87.0
42,Institutional births in public facility (%),77.0,67.4
43,Home births that were conducted by skilled health personnel (%),1.7,4.4
44,Births attended by skilled health personnel (%),96.9,90.9
45,Births delivered by caesarean section (%),8.9,8.3
46,Births in a private health facility that were delivered by caesarean section (%),23.9,22.2
47,Births in a public health facility that were delivered by caesarean section (%),5.4,5.8
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),80.6,44.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),93.4,(67.3)
50,Children age 12-23 months who have received BCG (%),95.3,83.9
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),82.7,62.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.0,62.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.0,76.1
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),28.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),42.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.2,39.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),66.0,51.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.7,99.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.6,4.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,2.5
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(67.1),(65.7)
66,Children under age 3 years breastfed within one hour of birth (%),28.9,22.8
67,Children under age 6 months exclusively breastfed (%),69.0,(71.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(19.9)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),8.1,5.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),7.3,6.6
72,Children under 5 years who are stunted (height-for-age) (%),31.5,39.1
73,Children under 5 years who are wasted (weight-for-height) (%),16.2,18.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.8,7.0
75,Children under 5 years who are underweight (weight-for-age) (%),26.2,31.4
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.9,25.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.0,14.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),52.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.1,50.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),45.6,38.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(33.2),34.7
83,All women age 15-49 years who are anaemic (%),45.3,38.2
84,All women age 15-19 years who are anaemic (%),55.2,40.4
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.4,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.1,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.9,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.1,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.6,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),15.6,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.5,na
97,Ever undergone a screening test for cervical cancer (%),0.1,na
98,Ever undergone a breast examination for breast cancer (%),0.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.1,na
100,Women age 15 years and above who use any kind of tobacco (%),5.9,na
101,Men age 15 years and above who use any kind of tobacco (%),44.0,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),7.5,na
