,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.0,61.2
1,Population below age 15 years (%),29.4,33.5
2,"Sex ratio of the total population (females per 1,000 males)",991,937
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,127",748
4,Children under age 5 years whose birth was registered with the civil authority (%),77.0,56.1
5,Deaths in the last 3 years registered with the civil authority (%),65.0,na
6,Population living in households with electricity (%),97.8,97.0
7,Population living in households with an improved drinking-water source (%),97.6,98.6
8,Population living in households that use an improved sanitation facility(%),66.0,39.3
9,Households using clean fuel for cooking (%),34.9,24.0
10,Households using iodized salt (%),92.6,95.2
11,Households with any usual member covered under a health insurance/financing scheme (%),80.8,10.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.5,na
13,Women who are literate (%),63.2,na
14,Women with 10 or more years of schooling (%),35.1,28.9
15,Women age 20-24 years married before age 18 years (%),32.2,40.8
16,Births in the 5 years preceding the survey that are third or higher order (%),5.0,4.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.0,9.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.9,62.6
19,Any method (%),54.6,59.8
20,Any modern method (%),47.3,56.5
21,Female sterilization (%),34.0,47.0
22,Male sterilization (%),0.4,0.4
23,IUD/PPIUD (%),2.2,2.2
24,Pill (%),1.5,0.5
25,Condom (%),8.5,6.1
26,Injectables (%),0.6,0.3
27,Total unmet need(%),12.0,11.7
28,Unmet need for spacing (%),5.9,6.5
29,Health worker ever talked to female non-users about family planning (%),13.5,13.3
30,Current users ever told about side effects of current method (%),54.7,40.3
31,Mothers who had an antenatal check-up in the first trimester (%),55.5,52.0
32,Mothers who had at least 4 antenatal care visits (%),30.0,21.8
33,Mothers whose last birth was protected against neonatal tetanus (%),82.4,86.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.7,13.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.0,7.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.8,92.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.9,50.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,829","1,487"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.2,na
41,Institutional births (%),91.3,81.9
42,Institutional births in public facility (%),64.0,64.4
43,Home births that were conducted by skilled health personnel (%),1.0,1.6
44,Births attended by skilled health personnel (%),90.8,81.0
45,Births delivered by caesarean section (%),8.8,7.4
46,Births in a private health facility that were delivered by caesarean section (%),16.8,27.9
47,Births in a public health facility that were delivered by caesarean section (%),6.6,3.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),59.4,47.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(72.1),(74.2)
50,Children age 12-23 months who have received BCG (%),92.6,80.7
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),72.5,54.1
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),71.4,69.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.0,78.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),40.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),68.8,37.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),52.8,48.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.3,97.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.2,2.4
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.1,6.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(39.9),(43.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(7.4),(32.2)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(92.3),(66.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.0,3.1
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),65.7,82.4
66,Children under age 3 years breastfed within one hour of birth (%),33.5,29.7
67,Children under age 6 months exclusively breastfed (%),66.2,(55.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(28.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),9.6,5.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(11.2)
71,Total children age 6-23 months receiving an adequate diet (%),11.2,6.4
72,Children under 5 years who are stunted (height-for-age) (%),33.9,41.8
73,Children under 5 years who are wasted (weight-for-height) (%),15.6,18.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.1,8.7
75,Children under 5 years who are underweight (weight-for-age) (%),24.0,35.6
76,Children under 5 years who are overweight (weight-for-height) (%),4.1,3.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.3,25.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.3,13.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),63.2,54.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.3,40.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(49.0),33.4
83,All women age 15-49 years who are anaemic (%),53.2,40.2
84,All women age 15-19 years who are anaemic (%),55.3,45.5
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.0,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),1.7,na
