,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),65.1,58.4
1,Population below age 15 years (%),29.6,33.8
2,"Sex ratio of the total population (females per 1,000 males)",929,919
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",925,827
4,Children under age 5 years whose birth was registered with the civil authority (%),86.4,71.1
5,Deaths in the last 3 years registered with the civil authority (%),57.6,na
6,Population living in households with electricity (%),96.8,79.8
7,Population living in households with an improved drinking-water source (%),86.5,72.5
8,Population living in households that use an improved sanitation facility(%),55.5,14.5
9,Households using clean fuel for cooking (%),30.1,13.5
10,Households using iodized salt (%),86.6,70.5
11,Households with any usual member covered under a health insurance/financing scheme (%),17.1,7.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.0,na
13,Women who are literate (%),60.5,na
14,Women with 10 or more years of schooling (%),24.7,15.3
15,Women age 20-24 years married before age 18 years (%),39.2,47.3
16,Births in the 5 years preceding the survey that are third or higher order (%),5.4,2.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.6,8.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.0,32.5
19,Any method (%),72.9,53.9
20,Any modern method (%),60.6,50.2
21,Female sterilization (%),48.8,45.4
22,Male sterilization (%),0.2,0.1
23,IUD/PPIUD (%),0.3,0.1
24,Pill (%),0.4,0.6
25,Condom (%),8.9,4.0
26,Injectables (%),0.1,0.0
27,Total unmet need(%),6.4,12.9
28,Unmet need for spacing (%),3.9,5.2
29,Health worker ever talked to female non-users about family planning (%),17.8,14.8
30,Current users ever told about side effects of current method (%),53.6,28.7
31,Mothers who had an antenatal check-up in the first trimester (%),65.8,36.2
32,Mothers who had at least 4 antenatal care visits (%),36.9,19.4
33,Mothers whose last birth was protected against neonatal tetanus (%),92.3,81.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),27.1,16.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.6,3.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.2,81.3
37,days of delivery (%),72.2,50.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,505","1,311"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(8.5),0.0
40,days of delivery (%),79.8,na
41,Institutional births (%),85.2,81.2
42,Institutional births in public facility (%),73.1,73.3
43,Home births that were conducted by skilled health personnel (%),2.2,2.2
44,Births attended by skilled health personnel (%),84.4,74.3
45,Births delivered by caesarean section (%),11.0,5.9
46,Births in a private health facility that were delivered by caesarean section (%),(60.3),(26.8)
47,Births in a public health facility that were delivered by caesarean section (%),5.0,5.2
48,mother's recall (%),72.9,41.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(80.4),(49.4)
50,Children age 12-23 months who have received BCG (%),98.2,88.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),79.6,53.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.2,53.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.1,67.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),34.7,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),68.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.7,34.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),65.7,60.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.2,97.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,7.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(51.8)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(25.3)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(49.4)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.9,4.3
65,health provider (%),(51.3),71.2
66,Children under age 3 years breastfed within one hour of birth (%),28.5,37.9
67,Children under age 6 months exclusively breastfed (%),(78.4),(68.9)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),7.4,11.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),6.8,10.1
