,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),76.4,71.3
2,Population below age 15 years (%),26.9,32.7
3,"Sex ratio of the total population (females per 1,000 males)",937,939
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",939,849
5,Children under age 5 years whose birth was registered with the civil authority (%),93.6,81.5
6,Deaths in the last 3 years registered with the civil authority (%),64.1,na
7,Population living in households with electricity (%),98.6,85.9
8,Population living in households with an improved drinking-water source (%),86.7,83.2
9,Population living in households that use an improved sanitation facility(%),68.8,28.7
10,Households using clean fuel for cooking (%),32.7,17.6
11,Households using iodized salt (%),92.2,91.6
12,Households with any usual member covered under a health insurance/financing scheme (%),27.5,10.0
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.8,na
15,Women who are literate (%),69.4,na
16,Women with 10 or more years of schooling (%),32.9,22.4
18,Women age 20-24 years married before age 18 years (%),21.4,38.1
19,Births in the 5 years preceding the survey that are third or higher order (%),3.2,3.9
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.4,11.1
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),59.0,25.8
23,Any method (%),68.5,49.0
24,Any modern method (%),60.9,44.4
25,Female sterilization (%),47.5,39.0
26,Male sterilization (%),0.5,0.0
27,IUD/PPIUD (%),0.7,0.7
28,Pill (%),1.6,1.1
29,Condom (%),8.1,3.5
30,Injectables (%),0.1,0.0
32,Total unmet need(%),8.0,13.2
33,Unmet need for spacing (%),3.6,5.3
35,Health worker ever talked to female non-users about family planning (%),23.0,11.9
36,Current users ever told about side effects of current method (%),61.7,21.3
39,Mothers who had an antenatal check-up in the first trimester (%),62.6,35.2
40,Mothers who had at least 4 antenatal care visits (%),35.9,16.7
41,Mothers whose last birth was protected against neonatal tetanus (%),95.1,85.6
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.4,17.5
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.0,2.9
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.4,92.7
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.5,45.3
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,054","2,524"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(5.1),2.9
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.8,na
52,Institutional births (%),86.9,77.4
53,Institutional births in public facility (%),73.6,69.7
54,Home births that were conducted by skilled health personnel (%),2.4,4.1
55,Births attended by skilled health personnel (%),82.5,69.8
56,Births delivered by caesarean section (%),11.6,7.9
57,Births in a private health facility that were delivered by caesarean section (%),39.6,(43.1)
58,Births in a public health facility that were delivered by caesarean section (%),8.6,6.5
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),75.9,52.7
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),77.0,(76.4)
63,Children age 12-23 months who have received BCG (%),98.5,85.4
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),79.2,66.1
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),81.6,66.7
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.3,72.9
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),34.7,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),57.1,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),78.8,49.9
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.7,51.9
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),99.0,97.1
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.9
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.2,10.3
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(60.0),(61.6)
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(27.0),(32.5)
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(63.3),(65.0)
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.3,6.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),53.0,58.0
