Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.3,63.8
Population below age 15 years (%),25.1,29.9
"Sex ratio of the total population (females per 1,000 males)","1,052","1,053"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,130",974
Children under age 5 years whose birth was registered with the civil authority (%),97.7,74.2
Deaths in the last 3 years registered with the civil authority (%),86.7,na
Population living in households with electricity (%),96.8,78.7
Population living in households with an improved drinking-water source (%),79.7,62.8
Population living in households that use an improved sanitation facility(%),58.4,15.1
Households using clean fuel for cooking (%),22.3,14.7
Households using iodized salt (%),94.3,82.4
Households with any usual member covered under a health insurance/financing scheme (%),42.6,37.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.2,na
Women who are literate (%),66.5,na
Women with 10 or more years of schooling (%),30.5,18.1
Women age 20-24 years married before age 18 years (%),15.0,28.9
Births in the 5 years preceding the survey that are third or higher order (%),2.2,2.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.6,8.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),53.4,15.4
Any method (%),79.1,66.9
Any modern method (%),74.3,64.2
Female sterilization (%),64.0,57.1
Male sterilization (%),1.4,4.6
IUD/PPIUD (%),2.0,0.5
Pill (%),1.1,0.6
Condom (%),3.4,1.2
Injectables (%),0.3,0.1
Total unmet need(%),3.6,8.2
Unmet need for spacing (%),1.0,3.4
Health worker ever talked to female non-users about family planning (%),38.8,29.1
Current users ever told about side effects of current method (%),63.7,30.9
Mothers who had an antenatal check-up in the first trimester (%),81.7,56.1
Mothers who had at least 4 antenatal care visits (%),54.4,44.7
Mothers whose last birth was protected against neonatal tetanus (%),97.5,91.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),60.5,27.6
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),40.9,8.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.5,90.0
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),84.2,52.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),735,796
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(11.6),1.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.5,na
Institutional births (%),87.6,59.2
Institutional births in public facility (%),81.0,53.9
Home births that were conducted by skilled health personnel (%),2.0,4.9
Births attended by skilled health personnel (%),76.7,60.1
Births delivered by caesarean section (%),10.2,5.0
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),6.0,3.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),88.9,55.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),94.6,(75.1)
Children age 12-23 months who have received BCG (%),96.7,100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),92.3,68.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.5,80.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.1,90.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),38.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),78.6,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.5,56.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),94.9,77.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,98.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.2,10.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(81.5),(63.0)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(35.8),(24.2)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(70.7),(47.8)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.5,0.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(69.2),(50.1)
Children under age 3 years breastfed within one hour of birth (%),42.9,53.0
Children under age 6 months exclusively breastfed (%),(92.0),(66.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),8.1,3.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),7.3,3.2
Children under 5 years who are stunted (height-for-age) (%),32.1,36.9
Children under 5 years who are wasted (weight-for-height) (%),15.9,33.5
Children under 5 years who are severely wasted (weight-for-height) (%),3.9,11.0
Children under 5 years who are underweight (weight-for-age) (%),33.0,49.8
Children under 5 years who are overweight (weight-for-height) (%),2.0,0.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.8,34.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.7,7.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),49.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.2,69.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.5,69.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(64.3),(69.8)
All women age 15-49 years who are anaemic (%),60.6,69.9
All women age 15-19 years who are anaemic (%),64.2,68.1
Women - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.9,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.8,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),30.4,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
