Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),66.8,58.6
Population below age 15 years (%),26.6,32.2
"Sex ratio of the total population (females per 1,000 males)",912,909
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,105",873
Children under age 5 years whose birth was registered with the civil authority (%),96.4,71.1
Deaths in the last 3 years registered with the civil authority (%),(78.4),na
Population living in households with electricity (%),99.7,86.4
Population living in households with an improved drinking-water source (%),80.0,75.3
Population living in households that use an improved sanitation facility(%),56.6,15.4
Households using clean fuel for cooking (%),32.1,14.6
Households using iodized salt (%),96.9,72.3
Households with any usual member covered under a health insurance/financing scheme (%),40.5,7.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.1,na
Women who are literate (%),67.7,na
Women with 10 or more years of schooling (%),25.8,13.8
Women age 20-24 years married before age 18 years (%),32.6,49.5
Births in the 5 years preceding the survey that are third or higher order (%),2.2,4.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.4,17.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),71.3,30.2
Any method (%),76.2,48.5
Any modern method (%),71.0,46.6
Female sterilization (%),66.0,42.6
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),0.2,0.0
Pill (%),0.8,0.6
Condom (%),3.7,3.0
Injectables (%),0.2,0.1
Total unmet need(%),4.1,13.6
Unmet need for spacing (%),2.6,5.6
Health worker ever talked to female non-users about family planning (%),42.8,8.2
Current users ever told about side effects of current method (%),69.0,21.1
Mothers who had an antenatal check-up in the first trimester (%),84.7,33.4
Mothers who had at least 4 antenatal care visits (%),64.2,18.7
Mothers whose last birth was protected against neonatal tetanus (%),100.0,81.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40.9,13.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.8,4.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,85.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.9,43.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),551,"2,517"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.5,na
Institutional births (%),89.8,80.5
Institutional births in public facility (%),79.5,68.2
Home births that were conducted by skilled health personnel (%),4.4,2.1
Births attended by skilled health personnel (%),93.7,69.8
Births delivered by caesarean section (%),5.8,7.5
Births in a private health facility that were delivered by caesarean section (%),*,43.2
Births in a public health facility that were delivered by caesarean section (%),0.8,3.2
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(79.0),34.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(79.9),*
Children age 12-23 months who have received BCG (%),(100.0),89.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),(84.5),52.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(86.9),45.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(89.8),63.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(26.9),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(72.3),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(83.3),31.4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),60.2,55.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),96.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),1.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.4,11.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(46.7)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(18.8)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(71.5)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,5.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,58.7
Children under age 3 years breastfed within one hour of birth (%),52.4,32.1
Children under age 6 months exclusively breastfed (%),*,(59.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),(9.2),2.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),(8.8),3.5
Children under 5 years who are stunted (height-for-age) (%),27.5,49.7
Children under 5 years who are wasted (weight-for-height) (%),19.7,19.2
Children under 5 years who are severely wasted (weight-for-height) (%),7.3,7.6
Children under 5 years who are underweight (weight-for-age) (%),34.9,43.3
Children under 5 years who are overweight (weight-for-height) (%),0.0,0.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.3,30.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.4,8.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),42.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.5,67.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.9,46.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(36.7),41.8
All women age 15-49 years who are anaemic (%),49.1,45.8
All women age 15-19 years who are anaemic (%),56.4,49.4
Women - Blood sugar level - high (141-160 mg/dl)(%),7.5,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.2,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.9,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.8,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),14.4,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.5,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),12.9,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),1.6,na
Women age 15 years and above who use any kind of tobacco (%),5.6,na
Men age 15 years and above who use any kind of tobacco (%),53.9,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),14.4,na
