,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),66.7,62.8
1,Population below age 15 years (%),30.7,35.5
2,"Sex ratio of the total population (females per 1,000 males)","1,053","1,005"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",763,890
4,Children under age 5 years whose birth was registered with the civil authority (%),96.2,69.5
5,Deaths in the last 3 years registered with the civil authority (%),60.4,na
6,Population living in households with electricity (%),96.4,78.3
7,Population living in households with an improved drinking-water source (%),83.7,70.7
8,Population living in households that use an improved sanitation facility(%),44.7,11.5
9,Households using clean fuel for cooking (%),20.9,6.9
10,Households using iodized salt (%),94.7,91.0
11,Households with any usual member covered under a health insurance/financing scheme (%),26.1,20.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.2,na
13,Women who are literate (%),64.4,na
14,Women with 10 or more years of schooling (%),27.1,19.0
15,Women age 20-24 years married before age 18 years (%),23.0,44.5
16,Births in the 5 years preceding the survey that are third or higher order (%),3.0,4.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.6,6.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),37.9,31.8
19,Any method (%),71.7,32.5
20,Any modern method (%),58.6,31.9
21,Female sterilization (%),41.9,29.9
22,Male sterilization (%),2.7,0.4
23,IUD/PPIUD (%),2.5,0.2
24,Pill (%),0.9,0.3
25,Condom (%),6.6,0.9
26,Injectables (%),0.6,0.1
27,Total unmet need(%),6.4,19.3
28,Unmet need for spacing (%),2.3,7.7
29,Health worker ever talked to female non-users about family planning (%),25.7,13.4
30,Current users ever told about side effects of current method (%),79.8,20.0
31,Mothers who had an antenatal check-up in the first trimester (%),72.7,27.5
32,Mothers who had at least 4 antenatal care visits (%),39.4,11.1
33,Mothers whose last birth was protected against neonatal tetanus (%),97.8,84.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.9,10.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.5,2.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,79.9
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),79.7,25.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),580,999
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(6.6),2.3
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.9,na
41,Institutional births (%),83.8,60.8
42,Institutional births in public facility (%),80.4,57.1
43,Home births that were conducted by skilled health personnel (%),2.7,2.6
44,Births attended by skilled health personnel (%),75.9,57.4
45,Births delivered by caesarean section (%),7.0,2.6
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),6.0,1.5
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),78.2,34.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),77.5,(63.5)
50,Children age 12-23 months who have received BCG (%),97.6,77.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),88.0,51.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.3,59.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.3,63.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),77.7,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.6,44.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.5,53.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.7,95.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.3,3.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.6,5.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(75.4),(70.3)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(36.0),(22.9)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(69.5),(61.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.8,2.1
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),65.3,(68.2)
66,Children under age 3 years breastfed within one hour of birth (%),38.3,48.9
67,Children under age 6 months exclusively breastfed (%),79.1,(72.7)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(30.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),12.7,8.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),13.2,8.3
72,Children under 5 years who are stunted (height-for-age) (%),39.1,48.7
73,Children under 5 years who are wasted (weight-for-height) (%),16.6,24.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.4,8.5
75,Children under 5 years who are underweight (weight-for-age) (%),32.8,43.9
76,Children under 5 years who are overweight (weight-for-height) (%),2.5,3.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.9,27.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.6,10.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),67.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),72.5,67.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.7,50.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),55.8,43.5
83,All women age 15-49 years who are anaemic (%),55.7,50.5
84,All women age 15-19 years who are anaemic (%),59.6,46.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.7,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.5,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),9.0,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),4.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.9,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.0,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),7.4,na
101,Men age 15 years and above who use any kind of tobacco (%),54.5,na
102,Women age 15 years and above who consume alcohol (%),0.7,na
103,Men age 15 years and above who consume alcohol (%),22.0,na
