,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),62.1,60.1
1,Population below age 15 years (%),25.9,28.4
2,"Sex ratio of the total population (females per 1,000 males)",936,964
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,043",984
4,Children under age 5 years whose birth was registered with the civil authority (%),94.6,86.7
5,Deaths in the last 3 years registered with the civil authority (%),78.8,na
6,Population living in households with electricity (%),98.8,98.1
7,Population living in households with an improved drinking-water source (%),97.0,90.4
8,Population living in households that use an improved sanitation facility(%),73.8,32.9
9,Households using clean fuel for cooking (%),61.6,31.7
10,Households using iodized salt (%),97.2,99.4
11,Households with any usual member covered under a health insurance/financing scheme (%),43.7,10.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
13,Women who are literate (%),59.5,na
14,Women with 10 or more years of schooling (%),27.2,17.2
15,Women age 20-24 years married before age 18 years (%),13.3,25.9
16,Births in the 5 years preceding the survey that are third or higher order (%),2.7,3.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.8,7.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.1,41.1
19,Any method (%),77.8,70.6
20,Any modern method (%),75.0,70.1
21,Female sterilization (%),62.4,62.7
22,Male sterilization (%),0.1,0.3
23,IUD/PPIUD (%),0.9,1.1
24,Pill (%),1.9,1.9
25,Condom (%),9.1,4.1
26,Injectables (%),0.5,0.1
27,Total unmet need(%),5.5,6.6
28,Unmet need for spacing (%),3.7,3.8
29,Health worker ever talked to female non-users about family planning (%),40.0,27.7
30,Current users ever told about side effects of current method (%),85.7,60.7
31,Mothers who had an antenatal check-up in the first trimester (%),72.8,64.1
32,Mothers who had at least 4 antenatal care visits (%),61.3,38.8
33,Mothers whose last birth was protected against neonatal tetanus (%),93.2,94.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),45.3,24.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.8,10.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,90.8
37,days of delivery (%),83.7,54.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,657",763
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
40,days of delivery (%),83.6,na
41,Institutional births (%),92.8,74.3
42,Institutional births in public facility (%),85.6,64.7
43,Home births that were conducted by skilled health personnel (%),1.3,2.2
44,Births attended by skilled health personnel (%),88.2,73.9
45,Births delivered by caesarean section (%),15.3,10.9
46,Births in a private health facility that were delivered by caesarean section (%),*,(50.2)
47,Births in a public health facility that were delivered by caesarean section (%),13.6,9.4
48,mother's recall (%),77.4,64.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.9,85.2
50,Children age 12-23 months who have received BCG (%),95.1,91.0
