,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),69.8,64.3
1,Population below age 15 years (%),27.9,30.6
2,"Sex ratio of the total population (females per 1,000 males)",941,951
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",816,901
4,Children under age 5 years whose birth was registered with the civil authority (%),92.1,78.9
5,Deaths in the last 3 years registered with the civil authority (%),77.1,na
6,Population living in households with electricity (%),98.3,90.7
7,Population living in households with an improved drinking-water source (%),96.0,92.9
8,Population living in households that use an improved sanitation facility(%),74.0,40.8
9,Households using clean fuel for cooking (%),68.2,45.1
10,Households using iodized salt (%),94.9,99.1
11,Households with any usual member covered under a health insurance/financing scheme (%),42.2,40.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.1,na
13,Women who are literate (%),64.7,na
14,Women with 10 or more years of schooling (%),26.3,22.6
15,Women age 20-24 years married before age 18 years (%),17.8,26.6
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,3.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.8,7.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),66.1,33.7
19,Any method (%),75.7,56.4
20,Any modern method (%),71.5,56.2
21,Female sterilization (%),53.1,45.9
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),0.9,0.6
24,Pill (%),4.8,1.6
25,Condom (%),10.8,8.1
26,Injectables (%),0.5,0.0
27,Total unmet need(%),6.8,10.4
28,Unmet need for spacing (%),3.5,6.1
29,Health worker ever talked to female non-users about family planning (%),32.7,18.9
30,Current users ever told about side effects of current method (%),82.8,29.4
31,Mothers who had an antenatal check-up in the first trimester (%),77.4,52.5
32,Mothers who had at least 4 antenatal care visits (%),63.1,40.8
33,Mothers whose last birth was protected against neonatal tetanus (%),95.4,90.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),72.6,28.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),60.7,13.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,90.2
37,days of delivery (%),84.6,58.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,427",613
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
40,days of delivery (%),84.8,na
41,Institutional births (%),90.7,76.2
42,Institutional births in public facility (%),76.3,58.8
43,Home births that were conducted by skilled health personnel (%),2.6,2.2
44,Births attended by skilled health personnel (%),92.3,76.9
45,Births delivered by caesarean section (%),14.0,10.7
46,Births in a private health facility that were delivered by caesarean section (%),55.4,37.9
47,Births in a public health facility that were delivered by caesarean section (%),7.9,6.9
48,mother's recall (%),91.7,43.3
