,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),72.8,73.9
1,Population below age 15 years (%),23.1,28.0
2,"Sex ratio of the total population (females per 1,000 males)","1,037","1,067"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",979,"1,038"
4,Children under age 5 years whose birth was registered with the civil authority (%),97.3,84.2
5,Deaths in the last 3 years registered with the civil authority (%),93.3,na
6,Population living in households with electricity (%),98.7,89.0
7,Population living in households with an improved drinking-water source (%),83.3,75.4
8,Population living in households that use an improved sanitation facility(%),79.6,29.0
9,Households using clean fuel for cooking (%),31.1,16.4
10,Households using iodized salt (%),98.0,95.7
11,Households with any usual member covered under a health insurance/financing scheme (%),68.4,17.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.7,na
13,Women who are literate (%),77.4,na
14,Women with 10 or more years of schooling (%),39.2,28.2
15,Women age 20-24 years married before age 18 years (%),4.4,8.6
16,Births in the 5 years preceding the survey that are third or higher order (%),1.3,2.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.6,2.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.3,44.5
19,Any method (%),75.2,58.2
20,Any modern method (%),70.1,57.2
21,Female sterilization (%),60.0,51.5
22,Male sterilization (%),4.7,2.1
23,IUD/PPIUD (%),0.3,0.5
24,Pill (%),0.7,0.6
25,Condom (%),1.6,2.4
26,Injectables (%),0.0,0.0
27,Total unmet need(%),6.5,10.0
28,Unmet need for spacing (%),3.7,5.3
29,Health worker ever talked to female non-users about family planning (%),49.8,21.5
30,Current users ever told about side effects of current method (%),96.6,22.4
31,Mothers who had an antenatal check-up in the first trimester (%),55.6,60.2
32,Mothers who had at least 4 antenatal care visits (%),69.1,37.7
33,Mothers whose last birth was protected against neonatal tetanus (%),96.9,94.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),63.5,33.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),46.0,9.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,94.8
37,days of delivery (%),92.1,52.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,400","1,676"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.2)
40,days of delivery (%),86.1,na
41,Institutional births (%),95.1,83.7
42,Institutional births in public facility (%),88.6,73.4
43,Home births that were conducted by skilled health personnel (%),2.1,3.9
44,Births attended by skilled health personnel (%),97.7,83.8
45,Births delivered by caesarean section (%),18.3,14.7
