,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),60.9,58.3
1,Population below age 15 years (%),29.5,35.5
2,"Sex ratio of the total population (females per 1,000 males)",915,984
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",884,958
4,Children under age 5 years whose birth was registered with the civil authority (%),91.9,68.0
5,Deaths in the last 3 years registered with the civil authority (%),(84.9),na
6,Population living in households with electricity (%),92.7,70.2
7,Population living in households with an improved drinking-water source (%),77.9,55.1
8,Population living in households that use an improved sanitation facility(%),52.6,13.9
9,Households using clean fuel for cooking (%),31.7,17.4
10,Households using iodized salt (%),93.0,89.5
11,Households with any usual member covered under a health insurance/financing scheme (%),58.5,25.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
13,Women who are literate (%),60.7,na
14,Women with 10 or more years of schooling (%),29.9,20.2
15,Women age 20-24 years married before age 18 years (%),24.7,38.4
16,Births in the 5 years preceding the survey that are third or higher order (%),4.2,3.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.4,11.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),54.7,18.8
19,Any method (%),58.1,37.1
20,Any modern method (%),50.0,34.8
21,Female sterilization (%),42.1,31.7
22,Male sterilization (%),1.6,0.5
23,IUD/PPIUD (%),1.8,0.2
24,Pill (%),0.2,0.4
25,Condom (%),1.2,1.9
26,Injectables (%),0.0,0.0
27,Total unmet need(%),12.5,16.0
28,Unmet need for spacing (%),5.2,7.1
29,Health worker ever talked to female non-users about family planning (%),38.9,19.2
30,Current users ever told about side effects of current method (%),77.9,23.2
31,Mothers who had an antenatal check-up in the first trimester (%),72.9,29.2
32,Mothers who had at least 4 antenatal care visits (%),58.1,20.9
33,Mothers whose last birth was protected against neonatal tetanus (%),92.1,71.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,18.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.7,1.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.3,75.1
37,days of delivery (%),72.2,32.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),474,"1,364"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(12.5),0.9
40,days of delivery (%),66.7,na
41,Institutional births (%),69.9,43.5
42,Institutional births in public facility (%),62.5,38.4
43,Home births that were conducted by skilled health personnel (%),9.2,5.0
44,Births attended by skilled health personnel (%),77.5,44.8
45,Births delivered by caesarean section (%),4.3,3.7
46,Births in a private health facility that were delivered by caesarean section (%),*,(43.9)
47,Births in a public health facility that were delivered by caesarean section (%),2.2,3.8
48,mother's recall (%),76.9,42.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),78.3,(59.8)
50,Children age 12-23 months who have received BCG (%),96.2,87.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),78.7,49.2
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),78.7,67.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),79.6,73.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),18.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),65.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),78.7,49.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.8,56.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.3,96.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.8,5.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(25.1)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(19.4)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(49.6)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,1.6
65,health provider (%),*,54.0
66,Children under age 3 years breastfed within one hour of birth (%),34.0,33.5
67,Children under age 6 months exclusively breastfed (%),(75.5),59.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(39.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),6.7,11.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),6.4,11.2
72,Children under 5 years who are stunted (height-for-age) (%),37.3,33.0
73,Children under 5 years who are wasted (weight-for-height) (%),25.2,34.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.6,17.4
75,Children under 5 years who are underweight (weight-for-age) (%),36.0,37.5
76,Children under 5 years who are overweight (weight-for-height) (%),0.9,2.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.6,19.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),11.9,11.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),56.6,61.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.4,53.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,41.2
83,All women age 15-49 years who are anaemic (%),54.1,52.6
84,All women age 15-19 years who are anaemic (%),60.1,56.0
85,Blood sugar level - high (141-160 mg/dl)(%),5.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.7,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
93,blood pressure (%),18.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.0,na
96,blood pressure (%),25.9,na
97,Ever undergone a screening test for cervical cancer (%),0.6,na
98,Ever undergone a breast examination for breast cancer (%),0.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),5.8,na
101,Men age 15 years and above who use any kind of tobacco (%),46.0,na
102,Women age 15 years and above who consume alcohol (%),1.2,na
103,Men age 15 years and above who consume alcohol (%),25.5,na
