,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),65.0,63.8
1,Population below age 15 years (%),24.1,30.1
2,"Sex ratio of the total population (females per 1,000 males)","1,008",996
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",970,829
4,Children under age 5 years whose birth was registered with the civil authority (%),96.5,84.7
5,Deaths in the last 3 years registered with the civil authority (%),78.4,na
6,Population living in households with electricity (%),97.0,80.4
7,Population living in households with an improved drinking-water source (%),79.8,68.3
8,Population living in households that use an improved sanitation facility(%),69.4,21.1
9,Households using clean fuel for cooking (%),21.7,18.2
10,Households using iodized salt (%),92.9,93.2
11,Households with any usual member covered under a health insurance/financing scheme (%),52.8,26.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.8,na
13,Women who are literate (%),72.1,na
14,Women with 10 or more years of schooling (%),28.6,23.2
15,Women age 20-24 years married before age 18 years (%),18.6,29.8
16,Births in the 5 years preceding the survey that are third or higher order (%),2.1,2.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.8,8.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),56.2,20.2
19,Any method (%),65.5,49.1
20,Any modern method (%),57.6,47.5
21,Female sterilization (%),52.2,43.0
22,Male sterilization (%),2.1,0.8
23,IUD/PPIUD (%),0.7,1.0
24,Pill (%),0.1,0.3
25,Condom (%),1.2,2.4
26,Injectables (%),0.0,0.0
27,Total unmet need(%),8.2,13.5
28,Unmet need for spacing (%),3.2,7.4
29,Health worker ever talked to female non-users about family planning (%),30.7,14.6
30,Current users ever told about side effects of current method (%),79.0,24.4
31,Mothers who had an antenatal check-up in the first trimester (%),60.2,44.8
32,Mothers who had at least 4 antenatal care visits (%),63.6,35.0
33,Mothers whose last birth was protected against neonatal tetanus (%),94.8,91.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,30.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.8,9.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,88.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.6,53.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1230,932
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(11.8),5.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.8,na
41,Institutional births (%),84.8,76.7
42,Institutional births in public facility (%),80.9,69.8
43,Home births that were conducted by skilled health personnel (%),2.8,3.7
44,Births attended by skilled health personnel (%),85.3,73.5
45,Births delivered by caesarean section (%),13.7,5.9
46,Births in a private health facility that were delivered by caesarean section (%),*,(44.0)
47,Births in a public health facility that were delivered by caesarean section (%),14.1,4.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),86.6,57.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),90.1,(72.7)
50,Children age 12-23 months who have received BCG (%),92.3,95.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),90.6,62.4
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.6,80.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.5,90.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),39.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),81.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.6,61.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.1,69.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,98.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.9,3.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,2.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(52.7)
66,Children under age 3 years breastfed within one hour of birth (%),23.4,43.6
67,Children under age 6 months exclusively breastfed (%),(72.2),(61.3)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),5.5,9.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),6.3,10.4
72,Children under 5 years who are stunted (height-for-age) (%),24.0,33.5
73,Children under 5 years who are wasted (weight-for-height) (%),18.4,30.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.3,13.9
75,Children under 5 years who are underweight (weight-for-age) (%),30.7,40.0
76,Children under 5 years who are overweight (weight-for-height) (%),0.9,4.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.5,26.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.5,10.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),48.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),49.2,67.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),52.5,62.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(53.8),58.4
83,All women age 15-49 years who are anaemic (%),52.6,62.3
84,All women age 15-19 years who are anaemic (%),43.6,65.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.3,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.0,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.3,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.8,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.5,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.4,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),16.7,na
101,Men age 15 years and above who use any kind of tobacco (%),53.8,na
102,Women age 15 years and above who consume alcohol (%),3.7,na
103,Men age 15 years and above who consume alcohol (%),36.2,na
