,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.0,61.5
1,Population below age 15 years (%),31.1,30.9
2,"Sex ratio of the total population (females per 1,000 males)",964,895
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,087","1,093"
4,Children under age 5 years whose birth was registered with the civil authority (%),93.3,86.8
5,Deaths in the last 3 years registered with the civil authority (%),77.0,na
6,Population living in households with electricity (%),99.5,88.9
7,Population living in households with an improved drinking-water source (%),97.1,93.1
8,Population living in households that use an improved sanitation facility(%),62.7,38.1
9,Households using clean fuel for cooking (%),32.6,23.5
10,Households using iodized salt (%),94.0,86.7
11,Households with any usual member covered under a health insurance/financing scheme (%),36.3,10.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.5,na
13,Women who are literate (%),65.5,na
14,Women with 10 or more years of schooling (%),25.6,21.4
15,Women age 20-24 years married before age 18 years (%),27.8,27.9
16,Births in the 5 years preceding the survey that are third or higher order (%),4.5,4.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.7,5.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.5,42.1
19,Any method (%),58.9,56.3
20,Any modern method (%),51.8,52.6
21,Female sterilization (%),42.5,46.6
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.4,0.3
24,Pill (%),1.7,1.8
25,Condom (%),5.2,3.7
26,Injectables (%),0.2,0.2
27,Total unmet need(%),15.0,11.9
28,Unmet need for spacing (%),7.8,5.5
29,Health worker ever talked to female non-users about family planning (%),20.8,31.0
30,Current users ever told about side effects of current method (%),63.9,49.2
31,Mothers who had an antenatal check-up in the first trimester (%),82.5,69.0
32,Mothers who had at least 4 antenatal care visits (%),64.9,41.2
33,Mothers whose last birth was protected against neonatal tetanus (%),97.8,98.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),43.1,18.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),31.2,4.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,95.2
37,days of delivery (%),84.2,67.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,788",584
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),80.8,na
41,Institutional births (%),94.8,93.5
