,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),71.2,69.0
1,Population below age 15 years (%),24.3,26.9
2,"Sex ratio of the total population (females per 1,000 males)",993,"1,010"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,049",933
4,Children under age 5 years whose birth was registered with the civil authority (%),94.7,77.2
5,Deaths in the last 3 years registered with the civil authority (%),80.1,na
6,Population living in households with electricity (%),98.1,93.6
7,Population living in households with an improved drinking-water source (%),87.1,84.7
8,Population living in households that use an improved sanitation facility(%),59.8,32.1
9,Households using clean fuel for cooking (%),36.0,28.0
10,Households using iodized salt (%),98.2,95.9
11,Households with any usual member covered under a health insurance/financing scheme (%),51.3,19.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.1,na
13,Women who are literate (%),72.7,na
14,Women with 10 or more years of schooling (%),38.7,33.4
15,Women age 20-24 years married before age 18 years (%),11.2,12.9
16,Births in the 5 years preceding the survey that are third or higher order (%),2.5,1.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.4,4.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),62.5,37.8
19,Any method (%),77.2,64.0
20,Any modern method (%),70.7,59.5
21,Female sterilization (%),58.7,51.8
22,Male sterilization (%),1.5,1.2
23,IUD/PPIUD (%),0.8,0.4
24,Pill (%),1.2,0.8
25,Condom (%),5.7,5.4
26,Injectables (%),0.0,0.0
27,Total unmet need(%),4.6,8.5
28,Unmet need for spacing (%),2.2,5.5
29,Health worker ever talked to female non-users about family planning (%),34.1,16.4
30,Current users ever told about side effects of current method (%),59.5,22.2
31,Mothers who had an antenatal check-up in the first trimester (%),76.9,62.0
32,Mothers who had at least 4 antenatal care visits (%),74.0,39.8
33,Mothers whose last birth was protected against neonatal tetanus (%),95.9,93.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),78.3,26.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),57.8,9.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.9,91.0
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.4,56.3
