,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),66.2,60.1
1,Population below age 15 years (%),28.2,30.4
2,"Sex ratio of the total population (females per 1,000 males)",991,975
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,067",912
4,Children under age 5 years whose birth was registered with the civil authority (%),97.3,82.3
5,Deaths in the last 3 years registered with the civil authority (%),81.2,na
6,Population living in households with electricity (%),99.0,94.5
7,Population living in households with an improved drinking-water source (%),91.0,91.0
8,Population living in households that use an improved sanitation facility(%),69.4,35.6
9,Households using clean fuel for cooking (%),53.1,32.9
10,Households using iodized salt (%),98.8,95.3
11,Households with any usual member covered under a health insurance/financing scheme (%),37.9,7.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.9,na
13,Women who are literate (%),62.4,na
14,Women with 10 or more years of schooling (%),23.8,17.9
15,Women age 20-24 years married before age 18 years (%),31.3,47.8
16,Births in the 5 years preceding the survey that are third or higher order (%),2.1,3.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.6,8.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),59.6,45.9
19,Any method (%),72.6,24.8
20,Any modern method (%),68.3,24.8
21,Female sterilization (%),51.6,20.3
22,Male sterilization (%),0.6,0.4
23,IUD/PPIUD (%),0.5,0.2
24,Pill (%),1.9,0.9
25,Condom (%),12.4,2.6
26,Injectables (%),0.2,0.1
27,Total unmet need(%),7.0,15.9
28,Unmet need for spacing (%),3.5,6.6
29,Health worker ever talked to female non-users about family planning (%),29.3,14.2
30,Current users ever told about side effects of current method (%),70.9,53.4
31,Mothers who had an antenatal check-up in the first trimester (%),80.2,54.1
32,Mothers who had at least 4 antenatal care visits (%),65.1,38.1
33,Mothers whose last birth was protected against neonatal tetanus (%),94.9,87.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),66.0,23.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),50.3,13.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.3,90.0
37,days of delivery (%),84.6,58.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,729","1,520"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.4)
40,days of delivery (%),87.7,na
41,Institutional births (%),95.2,86.2
42,Institutional births in public facility (%),87.1,78.3
43,Home births that were conducted by skilled health personnel (%),1.9,2.0
44,Births attended by skilled health personnel (%),96.1,82.1
45,Births delivered by caesarean section (%),12.3,6.7
46,Births in a private health facility that were delivered by caesarean section (%),(50.2),(5.5)
47,Births in a public health facility that were delivered by caesarean section (%),9.4,8.0
48,mother's recall (%),93.0,45.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),95.5,(80.0)
50,Children age 12-23 months who have received BCG (%),97.3,92.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),93.0,59.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),94.4,65.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.4,64.1
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),40.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),91.5,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),94.4,49.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),86.0,73.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,97.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5,3.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.3,10.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(92.5),(61.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(70.4),(20.3)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(59.6),(76.2)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.3,3.6
65,health provider (%),(69.9),72.3
