Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),61.4,57.8
Population below age 15 years (%),28.6,32.2
"Sex ratio of the total population (females per 1,000 males)",907,916
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",825,"1,011"
Children under age 5 years whose birth was registered with the civil authority (%),97.1,91.6
Deaths in the last 3 years registered with the civil authority (%),79.6,na
Population living in households with electricity (%),98.3,94.1
Population living in households with an improved drinking-water source (%),81.4,83.3
Population living in households that use an improved sanitation facility(%),55.6,27.9
Households using clean fuel for cooking (%),34.5,23.2
Households using iodized salt (%),95.9,93.2
Households with any usual member covered under a health insurance/financing scheme (%),43.1,16.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.5,na
Women who are literate (%),53.2,na
Women with 10 or more years of schooling (%),17.7,16.5
Women age 20-24 years married before age 18 years (%),28.1,36.3
Births in the 5 years preceding the survey that are third or higher order (%),2.8,4.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.5,9.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),48.3,23.2
Any method (%),73.0,60.9
Any modern method (%),69.2,59.4
Female sterilization (%),56.6,48.7
Male sterilization (%),0.1,0.2
IUD/PPIUD (%),0.6,0.2
Pill (%),2.3,2.1
Condom (%),8.0,7.3
Injectables (%),0.6,0.0
Total unmet need(%),8.5,10.7
Unmet need for spacing (%),5.0,6.1
Health worker ever talked to female non-users about family planning (%),35.1,39.7
Current users ever told about side effects of current method (%),67.7,53.3
Mothers who had an antenatal check-up in the first trimester (%),84.6,60.7
Mothers who had at least 4 antenatal care visits (%),68.3,31.9
Mothers whose last birth was protected against neonatal tetanus (%),97.2,95.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),60.8,21.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),43.4,3.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,93.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),78.0,57.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,544","1,109"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(3.2)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.9,na
Institutional births (%),98.0,90.1
Institutional births in public facility (%),90.6,86.1
Home births that were conducted by skilled health personnel (%),1.6,1.0
Births attended by skilled health personnel (%),92.8,90.4
Births delivered by caesarean section (%),6.7,3.9
Births in a private health facility that were delivered by caesarean section (%),(62.2),*
Births in a public health facility that were delivered by caesarean section (%),2.3,3.2
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),78.8,65.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),81.7,82.9
