Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),82.7,83.8
Population below age 15 years (%),19.8,22.6
"Sex ratio of the total population (females per 1,000 males)",950,951
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",844,975
Children under age 5 years whose birth was registered with the civil authority (%),100.0,99.6
Deaths in the last 3 years registered with the civil authority (%),(92.6),na
Population living in households with electricity (%),93.2,92.7
Population living in households with an improved drinking-water source (%),92.2,90.3
Population living in households that use an improved sanitation facility(%),86.4,49.9
Households using clean fuel for cooking (%),61.3,35.5
Households using iodized salt (%),99.9,99.4
Households with any usual member covered under a health insurance/financing scheme (%),2.1,3.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(30.1),na
Women who are literate (%),84.0,na
Women with 10 or more years of schooling (%),41.0,39.2
Women age 20-24 years married before age 18 years (%),15.4,24.7
Births in the 5 years preceding the survey that are third or higher order (%),1.5,1.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.8,6.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),100.0,84.8
Any method (%),84.1,66.9
Any modern method (%),73.1,62.0
Female sterilization (%),48.3,50.0
Male sterilization (%),0.6,0.0
IUD/PPIUD (%),6.4,3.9
Pill (%),7.8,2.6
Condom (%),9.3,5.5
Injectables (%),0.0,0.0
Total unmet need(%),5.8,12.2
Unmet need for spacing (%),1.3,6.2
Health worker ever talked to female non-users about family planning (%),23.2,32.0
Current users ever told about side effects of current method (%),83.2,75.5
Mothers who had an antenatal check-up in the first trimester (%),74.5,83.7
Mothers who had at least 4 antenatal care visits (%),79.2,95.2
Mothers whose last birth was protected against neonatal tetanus (%),91.1,96.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),83.7,45.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.1,27.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,99.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.5,78.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,904","1,105"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.3,na
Institutional births (%),97.7,95.0
Institutional births in public facility (%),95.0,91.5
Home births that were conducted by skilled health personnel (%),0.7,0.5
Births attended by skilled health personnel (%),98.3,95.5
Births delivered by caesarean section (%),12.9,14.3
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),11.4,12.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),*,(89.1)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,(95.2)
Children age 12-23 months who have received BCG (%),*,(95.4)
Children age 12-23 months who have received 3 doses of polio vaccine (%),*,(93.6)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,(95.4)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,(90.9)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,(93.6)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),(89.6),66.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,4.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.0,0.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Children under age 3 years breastfed within one hour of birth (%),27.3,43.9
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(6.5),18.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),(5.9),20.7
Children under 5 years who are stunted (height-for-age) (%),27.0,32.5
Children under 5 years who are wasted (weight-for-height) (%),27.0,31.7
Children under 5 years who are severely wasted (weight-for-height) (%),8.3,18.5
Children under 5 years who are underweight (weight-for-age) (%),42.8,33.5
Children under 5 years who are overweight (weight-for-height) (%),0.8,2.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),8.6,14.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),35.9,30.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),79.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),30.4,47.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.5,65.1
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(51.5)
All women age 15-49 years who are anaemic (%),62.1,64.7
All women age 15-19 years who are anaemic (%),47.8,67.7
Women - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.7,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.3,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.4,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.6,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.2,na
Ever undergone a screening test for cervical cancer (%),1.7,na
Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),15.8,na
Women age 15 years and above who use any kind of tobacco (%),46.8,na
Men age 15 years and above who use any kind of tobacco (%),70.5,na
Women age 15 years and above who consume alcohol (%),5.1,na
Men age 15 years and above who consume alcohol (%),45.3,na
